#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
b0722	sdhD	asap:ABE-0002464;ecogene:EG10934;ncbigene:945322;ncbigi:16128697;refseq_locus_tag:b0722;refseq_name:sdhD;refseq_synonym:ECK0711;refseq_synonym:JW0712;uniprot:P0AC44	b0722
b0723	sdhA	asap:ABE-0002466;ecogene:EG10931;ncbigene:945402;ncbigi:16128698;refseq_locus_tag:b0723;refseq_name:sdhA;refseq_synonym:ECK0712;refseq_synonym:JW0713;uniprot:P0AC41	b0723
b0724	sdhB	asap:ABE-0002468;ecogene:EG10932;ncbigene:945300;ncbigi:16128699;refseq_locus_tag:b0724;refseq_name:sdhB;refseq_synonym:ECK0713;refseq_synonym:JW0714;uniprot:P07014	b0724
b0726	sucA	asap:ABE-0002478;ecogene:EG10979;ncbigene:945303;ncbigi:16128701;refseq_locus_tag:b0726;refseq_name:sucA;refseq_synonym:ECK0714;refseq_synonym:JW0715;refseq_synonym:lys;uniprot:P0AFG3	b0726
b0727	sucB	asap:ABE-0002480;ecogene:EG10980;ncbigene:945307;ncbigi:16128702;refseq_locus_tag:b0727;refseq_name:sucB;refseq_synonym:ECK0715;refseq_synonym:JW0716;uniprot:P0AFG6	b0727
b0728	sucC	asap:ABE-0002483;ecogene:EG10981;ncbigene:945312;ncbigi:16128703;refseq_locus_tag:b0728;refseq_name:sucC;refseq_synonym:ECK0716;refseq_synonym:JW0717;uniprot:P0A836	b0728
b0729	sucD	asap:ABE-0002485;ecogene:EG10982;ncbigene:945314;ncbigi:16128704;refseq_locus_tag:b0729;refseq_name:sucD;refseq_synonym:ECK0717;refseq_synonym:JW0718;uniprot:P0AGE9	b0729
b0733	cydA	asap:ABE-0002499;ecogene:EG10173;ncbigene:945341;ncbigi:90111166;refseq_locus_tag:b0733;refseq_name:cydA;refseq_synonym:ECK0721;refseq_synonym:JW0722;uniprot:P0ABJ9	b0733
b0734	cydB	asap:ABE-0002501;ecogene:EG10174;ncbigene:945347;ncbigi:16128709;refseq_locus_tag:b0734;refseq_name:cydB;refseq_synonym:ECK0722;refseq_synonym:JW0723;uniprot:P0ABK2	b0734
b0755	gpmA	asap:ABE-0002563;ecogene:EG11699;ncbigene:945068;ncbigi:16128723;refseq_locus_tag:b0755;refseq_name:gpmA;refseq_synonym:ECK0744;refseq_synonym:JW0738;refseq_synonym:gpm;uniprot:P62707	b0755
b0767	pgl	asap:ABE-0002611;ecogene:EG13231;ncbigene:946398;ncbigi:16128735;refseq_locus_tag:b0767;refseq_name:pgl;refseq_synonym:ECK0756;refseq_synonym:JW0750;refseq_synonym:blu;refseq_synonym:ybhE;uniprot:P52697	b0767
b0809	glnQ	asap:ABE-0002764;ecogene:EG10389;ncbigene:945435;ncbigi:16128777;refseq_locus_tag:b0809;refseq_name:glnQ;refseq_synonym:ECK0798;refseq_synonym:JW0794;uniprot:P10346	b0809
b0810	glnP	asap:ABE-0002766;ecogene:EG10388;ncbigene:945621;ncbigi:16128778;refseq_locus_tag:b0810;refseq_name:glnP;refseq_synonym:ECK0799;refseq_synonym:JW0795;uniprot:P0AEQ6	b0810
b0811	glnH	asap:ABE-0002771;ecogene:EG10386;ncbigene:944872;ncbigi:16128779;refseq_locus_tag:b0811;refseq_name:glnH;refseq_synonym:ECK0800;refseq_synonym:JW0796;uniprot:P0AEQ3	b0811
b0875	aqpZ	asap:ABE-0002976;ecogene:EG13270;ncbigene:945497;ncbigi:16128843;refseq_locus_tag:b0875;refseq_name:aqpZ;refseq_synonym:ECK0866;refseq_synonym:JW0859;refseq_synonym:bniP;uniprot:P60844	b0875
b0902	pflA	asap:ABE-0003068;ecogene:EG10028;ncbigene:945517;ncbigi:16128869;refseq_locus_tag:b0902;refseq_name:pflA;refseq_synonym:ECK0893;refseq_synonym:JW0885;refseq_synonym:act;uniprot:P0A9N4	b0902
b0903	pflB	asap:ABE-0003071;ecogene:EG10701;ncbigene:945514;ncbigi:16128870;refseq_locus_tag:b0903;refseq_name:pflB;refseq_synonym:ECK0894;refseq_synonym:JW0886;refseq_synonym:pfl;uniprot:P09373	b0903
b0904	focA	asap:ABE-0003073;ecogene:EG11258;ncbigene:945513;ncbigi:16128871;refseq_locus_tag:b0904;refseq_name:focA;refseq_synonym:ECK0895;refseq_synonym:JW0887;refseq_synonym:ycaE;uniprot:P0AC23	b0904
b0978	cbdA	asap:ABE-0003300;ecogene:EG11380;ncbigene:945585;ncbigi:16128944;refseq_locus_tag:b0978;refseq_name:cbdA;refseq_synonym:ECK0969;refseq_synonym:JW0960;refseq_synonym:appC;refseq_synonym:cyxA;uniprot:P26459	b0978
b0979	cbdB	asap:ABE-0003302;ecogene:EG11379;ncbigene:947547;ncbigi:16128945;refseq_locus_tag:b0979;refseq_name:cbdB;refseq_synonym:ECK0970;refseq_synonym:JW0961;refseq_synonym:appB;refseq_synonym:cyxB;uniprot:P26458	b0979
b1101	ptsG	asap:ABE-0003722;ecogene:EG10787;ncbigene:945651;ncbigi:16129064;refseq_locus_tag:b1101;refseq_name:ptsG;refseq_synonym:CR;refseq_synonym:ECK1087;refseq_synonym:JW1087;refseq_synonym:car;refseq_synonym:cat;refseq_synonym:glcA;refseq_synonym:tgl;refseq_synonym:umg;refseq_synonym:umgC;uniprot:P69786	b1101
b1136	icd	asap:ABE-0003823;ecogene:EG10489;ncbigene:945702;ncbigi:16129099;refseq_locus_tag:b1136;refseq_name:icd;refseq_synonym:ECK1122;refseq_synonym:JW1122;refseq_synonym:icdA;refseq_synonym:icdE;uniprot:P08200	b1136
b1241	adhE	asap:ABE-0004164;ecogene:EG10031;ncbigene:945837;ncbigi:16129202;refseq_locus_tag:b1241;refseq_name:adhE;refseq_synonym:ECK1235;refseq_synonym:JW1228;refseq_synonym:adhC;refseq_synonym:ana;uniprot:P0A9Q7	b1241
b1276	acnA	asap:ABE-0004283;ecogene:EG11325;ncbigene:946724;ncbigi:16129237;refseq_locus_tag:b1276;refseq_name:acnA;refseq_synonym:ECK1271;refseq_synonym:JW1268;refseq_synonym:acn;uniprot:P25516	b1276
b1297	puuA	asap:ABE-0004365;ecogene:EG13908;ncbigene:946202;ncbigi:90111244;refseq_locus_tag:b1297;refseq_name:puuA;refseq_synonym:ECK1292;refseq_synonym:JW5201;refseq_synonym:ycjK;uniprot:P78061	b1297
b1380	ldhA	asap:ABE-0004619;ecogene:EG13186;ncbigene:946315;ncbigi:16129341;refseq_locus_tag:b1380;refseq_name:ldhA;refseq_synonym:ECK1377;refseq_synonym:JW1375;refseq_synonym:hslF;refseq_synonym:hslI;refseq_synonym:htpH;uniprot:P52643	b1380
b1478	adhP	asap:ABE-0004928;ecogene:EG12622;ncbigene:946036;ncbigi:90111280;refseq_locus_tag:b1478;refseq_name:adhP;refseq_synonym:ECK1472;refseq_synonym:JW1474;refseq_synonym:yddN;uniprot:P39451	b1478
b1479	maeA	asap:ABE-0004931;ecogene:EG10948;ncbigene:946031;ncbigi:90111281;refseq_locus_tag:b1479;refseq_name:maeA;refseq_synonym:ECK1473;refseq_synonym:JW5238;refseq_synonym:sfcA;uniprot:P26616	b1479
b1524	glsB	asap:ABE-0005086;ecogene:EG13816;ncbigene:944973;ncbigi:16129483;refseq_locus_tag:b1524;refseq_name:glsB;refseq_synonym:ECK1517;refseq_synonym:JW1517;refseq_synonym:glsA2;refseq_synonym:yneH;uniprot:P0A6W0	b1524
b1602	pntB	asap:ABE-0005352;ecogene:EG10745;ncbigene:946144;ncbigi:16129560;refseq_locus_tag:b1602;refseq_name:pntB;refseq_synonym:ECK1597;refseq_synonym:JW1594;uniprot:P0AB67	b1602
b1603	pntA	asap:ABE-0005354;ecogene:EG10744;ncbigene:946628;ncbigi:16129561;refseq_locus_tag:b1603;refseq_name:pntA;refseq_synonym:ECK1598;refseq_synonym:JW1595;uniprot:P07001	b1603
b1611	fumC	asap:ABE-0005380;ecogene:EG10358;ncbigene:946147;ncbigi:16129569;refseq_locus_tag:b1611;refseq_name:fumC;refseq_synonym:ECK1606;refseq_synonym:JW1603;uniprot:P05042	b1611
b1612	fumA	asap:ABE-0005392;ecogene:EG10356;ncbigene:946826;ncbigi:16129570;refseq_locus_tag:b1612;refseq_name:fumA;refseq_synonym:ECK1607;refseq_synonym:JW1604;uniprot:P0AC33	b1612
b1621	malX	asap:ABE-0005429;ecogene:EG10563;ncbigene:946009;ncbigi:16129579;refseq_locus_tag:b1621;refseq_name:malX;refseq_synonym:ECK1616;refseq_synonym:JW1613;uniprot:P19642	b1621
b1676	pykF	asap:ABE-0005600;ecogene:EG10804;ncbigene:946179;ncbigi:16129632;refseq_locus_tag:b1676;refseq_name:pykF;refseq_synonym:ECK1672;refseq_synonym:JW1666;uniprot:P0AD61	b1676
b1702	ppsA	asap:ABE-0005678;ecogene:EG10759;ncbigene:946209;ncbigi:16129658;refseq_locus_tag:b1702;refseq_name:ppsA;refseq_synonym:ECK1700;refseq_synonym:JW1692;refseq_synonym:pps;uniprot:P23538	b1702
b1723	pfkB	asap:ABE-0005748;ecogene:EG10700;ncbigene:946230;ncbigi:49176138;refseq_locus_tag:b1723;refseq_name:pfkB;refseq_synonym:ECK1721;refseq_synonym:JW5280;uniprot:P06999	b1723
b1761	gdhA	asap:ABE-0005865;ecogene:EG10372;ncbigene:946802;ncbigi:16129715;refseq_locus_tag:b1761;refseq_name:gdhA;refseq_synonym:ECK1759;refseq_synonym:JW1750;uniprot:P00370	b1761
b1773	ydjI	asap:ABE-0005906;ecogene:EG13485;ncbigene:946291;ncbigi:16129727;refseq_locus_tag:b1773;refseq_name:ydjI;refseq_synonym:ECK1771;refseq_synonym:JW1762;uniprot:P77704	b1773
b1779	gapA	asap:ABE-0005920;ecogene:EG10367;ncbigene:947679;ncbigi:16129733;refseq_locus_tag:b1779;refseq_name:gapA;refseq_synonym:ECK1777;refseq_synonym:JW1768;uniprot:P0A9B2	b1779
b1812	pabB	asap:ABE-0006031;ecogene:EG10683;ncbigene:946337;ncbigi:16129766;refseq_locus_tag:b1812;refseq_name:pabB;refseq_synonym:ECK1810;refseq_synonym:JW1801;uniprot:P05041	b1812
b1817	manX	asap:ABE-0006054;ecogene:EG10567;ncbigene:946334;ncbigi:16129771;refseq_locus_tag:b1817;refseq_name:manX;refseq_synonym:ECK1815;refseq_synonym:JW1806;refseq_synonym:gptB;refseq_synonym:mpt;refseq_synonym:ptsL;refseq_synonym:ptsX;uniprot:P69797	b1817
b1818	manY	asap:ABE-0006056;ecogene:EG10568;ncbigene:946332;ncbigi:16129772;refseq_locus_tag:b1818;refseq_name:manY;refseq_synonym:ECK1816;refseq_synonym:JW1807;refseq_synonym:pel;refseq_synonym:ptsP;refseq_synonym:ptsX;uniprot:P69801	b1818
b1819	manZ	asap:ABE-0006058;ecogene:EG10569;ncbigene:946342;ncbigi:345452720;refseq_locus_tag:b1819;refseq_name:manZ;refseq_synonym:ECK1817;refseq_synonym:JW1808;refseq_synonym:gptB;refseq_synonym:mpt;refseq_synonym:ptsM;refseq_synonym:ptsX;uniprot:P69805	b1819
b1849	purT	asap:ABE-0006162;ecogene:EG11809;ncbigene:946368;ncbigi:16129802;refseq_locus_tag:b1849;refseq_name:purT;refseq_synonym:ECK1850;refseq_synonym:JW1838;uniprot:P33221	b1849
b1852	zwf	asap:ABE-0006171;ecogene:EG11221;ncbigene:946370;ncbigi:16129805;refseq_locus_tag:b1852;refseq_name:zwf;refseq_synonym:ECK1853;refseq_synonym:JW1841;uniprot:P0AC53	b1852
b1854	pykA	asap:ABE-0006182;ecogene:EG10803;ncbigene:946527;ncbigi:16129807;refseq_locus_tag:b1854;refseq_name:pykA;refseq_synonym:ECK1855;refseq_synonym:JW1843;uniprot:P21599	b1854
b2029	gnd	asap:ABE-0006737;ecogene:EG10411;ncbigene:946554;ncbigi:16129970;refseq_locus_tag:b2029;refseq_name:gnd;refseq_synonym:ECK2024;refseq_synonym:JW2011;uniprot:P00350	b2029
b2097	fbaB	asap:ABE-0006941;ecogene:EG14062;ncbigene:946632;ncbigi:90111385;refseq_locus_tag:b2097;refseq_name:fbaB;refseq_synonym:ECK2090;refseq_synonym:JW5344;refseq_synonym:dhnA;uniprot:P0A991	b2097
b2133	dld	asap:ABE-0007048;ecogene:EG10231;ncbigene:946653;ncbigi:16130071;refseq_locus_tag:b2133;refseq_name:dld;refseq_synonym:ECK2126;refseq_synonym:JW2121;uniprot:P06149	b2133
b2276	nuoN	asap:ABE-0007526;ecogene:EG12093;ncbigene:945136;ncbigi:145698289;refseq_locus_tag:b2276;refseq_name:nuoN;refseq_synonym:ECK2270;refseq_synonym:JW2271;uniprot:P0AFF0	b2276
b2277	nuoM	asap:ABE-0007529;ecogene:EG11773;ncbigene:947731;ncbigi:16130212;refseq_locus_tag:b2277;refseq_name:nuoM;refseq_synonym:ECK2271;refseq_synonym:JW2272;refseq_synonym:nuoA;uniprot:P0AFE8	b2277
b2278	nuoL	asap:ABE-0007532;ecogene:EG12092;ncbigene:945540;ncbigi:16130213;refseq_locus_tag:b2278;refseq_name:nuoL;refseq_synonym:ECK2272;refseq_synonym:JW2273;uniprot:P33607	b2278
b2279	nuoK	asap:ABE-0007534;ecogene:EG12091;ncbigene:947580;ncbigi:16130214;refseq_locus_tag:b2279;refseq_name:nuoK;refseq_synonym:ECK2273;refseq_synonym:JW2274;uniprot:P0AFE4	b2279
b2280	nuoJ	asap:ABE-0007536;ecogene:EG12090;ncbigene:946756;ncbigi:16130215;refseq_locus_tag:b2280;refseq_name:nuoJ;refseq_synonym:ECK2274;refseq_synonym:JW2275;uniprot:P0AFE0	b2280
b2281	nuoI	asap:ABE-0007539;ecogene:EG12089;ncbigene:946757;ncbigi:16130216;refseq_locus_tag:b2281;refseq_name:nuoI;refseq_synonym:ECK2275;refseq_synonym:JW2276;uniprot:P0AFD6	b2281
b2282	nuoH	asap:ABE-0007541;ecogene:EG12088;ncbigene:946761;ncbigi:16130217;refseq_locus_tag:b2282;refseq_name:nuoH;refseq_synonym:ECK2276;refseq_synonym:JW2277;uniprot:P0AFD4	b2282
b2283	nuoG	asap:ABE-0007543;ecogene:EG12087;ncbigene:946762;ncbigi:145698290;refseq_locus_tag:b2283;refseq_name:nuoG;refseq_synonym:ECK2277;refseq_synonym:JW2278;uniprot:P33602	b2283
b2284	nuoF	asap:ABE-0007545;ecogene:EG11774;ncbigene:946753;ncbigi:16130219;refseq_locus_tag:b2284;refseq_name:nuoF;refseq_synonym:ECK2278;refseq_synonym:JW2279;refseq_synonym:nuoB;uniprot:P31979	b2284
b2285	nuoE	asap:ABE-0007547;ecogene:EG12086;ncbigene:946746;ncbigi:16130220;refseq_locus_tag:b2285;refseq_name:nuoE;refseq_synonym:ECK2279;refseq_synonym:JW2280;uniprot:P0AFD1	b2285
b2286	nuoC	asap:ABE-0007549;ecogene:EG12084;ncbigene:946759;ncbigi:145698291;refseq_locus_tag:b2286;refseq_name:nuoC;refseq_synonym:ECK2280;refseq_synonym:JW5375;refseq_synonym:nuoCD;refseq_synonym:nuoD;uniprot:P33599	b2286
b2287	nuoB	asap:ABE-0007551;ecogene:EG12083;ncbigene:946738;ncbigi:16130222;refseq_locus_tag:b2287;refseq_name:nuoB;refseq_synonym:ECK2281;refseq_synonym:JW5875;uniprot:P0AFC7	b2287
b2288	nuoA	asap:ABE-0007553;ecogene:EG12082;ncbigene:946764;ncbigi:49176207;refseq_locus_tag:b2288;refseq_name:nuoA;refseq_synonym:ECK2282;refseq_synonym:JW2283;uniprot:P0AFC3	b2288
b2296	ackA	asap:ABE-0007579;ecogene:EG10027;ncbigene:946775;ncbigi:16130231;refseq_locus_tag:b2296;refseq_name:ackA;refseq_synonym:ECK2290;refseq_synonym:JW2293;uniprot:P0A6A3	b2296
b2297	pta	asap:ABE-0007582;ecogene:EG20173;ncbigene:946778;ncbigi:16130232;refseq_locus_tag:b2297;refseq_name:pta;refseq_synonym:ECK2291;refseq_synonym:JW2294;uniprot:P0A9M8	b2297
b2415	ptsH	asap:ABE-0007962;ecogene:EG10788;ncbigene:946886;ncbigi:16130341;refseq_locus_tag:b2415;refseq_name:ptsH;refseq_synonym:ECK2410;refseq_synonym:JW2408;refseq_synonym:ctr;refseq_synonym:hpr;refseq_synonym:iex?;uniprot:P0AA04	b2415
b2416	ptsI	asap:ABE-0007967;ecogene:EG10789;ncbigene:946879;ncbigi:16130342;refseq_locus_tag:b2416;refseq_name:ptsI;refseq_synonym:ECK2411;refseq_synonym:JW2409;refseq_synonym:ctr;uniprot:P08839	b2416
b2417	crr	asap:ABE-0007971;ecogene:EG10165;ncbigene:946880;ncbigi:16130343;refseq_locus_tag:b2417;refseq_name:crr;refseq_synonym:ECK2412;refseq_synonym:JW2410;refseq_synonym:gsr;refseq_synonym:iex;refseq_synonym:tgs;refseq_synonym:treD;uniprot:P69783	b2417
b2458	eutD	asap:ABE-0008097;ecogene:EG14188;ncbigene:946940;ncbigi:16130383;refseq_locus_tag:b2458;refseq_name:eutD;refseq_synonym:ECK2453;refseq_synonym:JW2442;refseq_synonym:eutI;refseq_synonym:ypfA;uniprot:P77218	b2458
b2463	maeB	asap:ABE-0008111;ecogene:EG14193;ncbigene:946947;ncbigi:16130388;refseq_locus_tag:b2463;refseq_name:maeB;refseq_synonym:ECK2458;refseq_synonym:JW2447;refseq_synonym:ypfF;uniprot:P76558	b2463
b2464	talA	asap:ABE-0008115;ecogene:EG11797;ncbigene:947006;ncbigi:16130389;refseq_locus_tag:b2464;refseq_name:talA;refseq_synonym:ECK2459;refseq_synonym:JW2448;uniprot:P0A867	b2464
b2465	tktB	asap:ABE-0008117;ecogene:EG12100;ncbigene:945865;ncbigi:16130390;refseq_locus_tag:b2465;refseq_name:tktB;refseq_synonym:ECK2460;refseq_synonym:JW2449;uniprot:P33570	b2465
b2492	focB	asap:ABE-0008206;ecogene:EG14220;ncbigene:949032;ncbigi:16130417;refseq_locus_tag:b2492;refseq_name:focB;refseq_synonym:ECK2488;refseq_synonym:JW2477;uniprot:P77733	b2492
b2579	grcA	asap:ABE-0008489;ecogene:EG11784;ncbigene:947068;ncbigi:16130504;refseq_locus_tag:b2579;refseq_name:grcA;refseq_synonym:ECK2577;refseq_synonym:JW2563;refseq_synonym:yfiD;uniprot:P68066	b2579
b2587	kgtP	asap:ABE-0008515;ecogene:EG10522;ncbigene:947069;ncbigi:16130512;refseq_locus_tag:b2587;refseq_name:kgtP;refseq_synonym:ECK2585;refseq_synonym:JW2571;refseq_synonym:witA;uniprot:P0AEX3	b2587
b2779	eno	asap:ABE-0009110;ecogene:EG10258;ncbigene:945032;ncbigi:16130686;refseq_locus_tag:b2779;refseq_name:eno;refseq_synonym:ECK2773;refseq_synonym:JW2750;uniprot:P0A6P9	b2779
b2914	rpiA	asap:ABE-0009567;ecogene:EG11443;ncbigene:947407;ncbigi:16130815;refseq_locus_tag:b2914;refseq_name:rpiA;refseq_synonym:ECK2910;refseq_synonym:JW5475;refseq_synonym:ygfC;uniprot:P0A7Z0	b2914
b2925	fbaA	asap:ABE-0009600;ecogene:EG10282;ncbigene:947415;ncbigi:16130826;refseq_locus_tag:b2925;refseq_name:fbaA;refseq_synonym:ECK2921;refseq_synonym:JW2892;refseq_synonym:ald;refseq_synonym:fba;refseq_synonym:fda;uniprot:P0AB71	b2925
b2926	pgk	asap:ABE-0009605;ecogene:EG10703;ncbigene:947414;ncbigi:16130827;refseq_locus_tag:b2926;refseq_name:pgk;refseq_synonym:ECK2922;refseq_synonym:JW2893;uniprot:P0A799	b2926
b2935	tktA	asap:ABE-0009625;ecogene:EG11427;ncbigene:947420;ncbigi:49176286;refseq_locus_tag:b2935;refseq_name:tktA;refseq_synonym:ECK2930;refseq_synonym:JW5478;refseq_synonym:tkt;uniprot:P27302	b2935
b2975	glcA	asap:ABE-0009763;ecogene:EG12995;ncbigene:947259;ncbigi:16130875;refseq_locus_tag:b2975;refseq_name:glcA;refseq_synonym:ECK2969;refseq_synonym:JW2942;refseq_synonym:yghK;uniprot:Q46839	b2975
b2976	glcB	asap:ABE-0009767;ecogene:EG20080;ncbigene:948857;ncbigi:16130876;refseq_locus_tag:b2976;refseq_name:glcB;refseq_synonym:ECK2970;refseq_synonym:JW2943;refseq_synonym:glc;uniprot:P37330	b2976
b2987	pitB	asap:ABE-0009800;ecogene:EG12883;ncbigene:947475;ncbigi:16130887;refseq_locus_tag:b2987;refseq_name:pitB;refseq_synonym:ECK2981;refseq_synonym:JW2955;uniprot:P43676	b2987
b3114	tdcE	asap:ABE-0010242;ecogene:EG12758;ncbigene:947623;ncbigi:49176316;refseq_locus_tag:b3114;refseq_name:tdcE;refseq_synonym:ECK3103;refseq_synonym:JW5522;refseq_synonym:yhaS;uniprot:P42632	b3114
b3115	tdcD	asap:ABE-0010245;ecogene:EG11172;ncbigene:947635;ncbigi:145698313;refseq_locus_tag:b3115;refseq_name:tdcD;refseq_synonym:ECK3104;refseq_synonym:JW5806;refseq_synonym:yhaA;uniprot:P11868	b3115
b3212	gltB	asap:ABE-0010545;ecogene:EG10403;ncbigene:947724;ncbigi:308209621;refseq_locus_tag:b3212;refseq_name:gltB;refseq_synonym:ECK3202;refseq_synonym:JW3179;refseq_synonym:aspB;refseq_synonym:ossB;refseq_synonym:psiQ;uniprot:P09831	b3212
b3213	gltD	asap:ABE-0010547;ecogene:EG10404;ncbigene:947723;ncbigi:16131103;refseq_locus_tag:b3213;refseq_name:gltD;refseq_synonym:ECK3203;refseq_synonym:JW3180;refseq_synonym:aspB;refseq_synonym:ossB;refseq_synonym:psiQ;uniprot:P09832	b3213
b3236	mdh	asap:ABE-0010613;ecogene:EG10576;ncbigene:947854;ncbigi:16131126;refseq_locus_tag:b3236;refseq_name:mdh;refseq_synonym:ECK3225;refseq_synonym:JW3205;uniprot:P61889	b3236
b3386	rpe	asap:ABE-0011061;ecogene:EG11960;ncbigene:947896;ncbigi:16131264;refseq_locus_tag:b3386;refseq_name:rpe;refseq_synonym:ECK3373;refseq_synonym:JW3349;refseq_synonym:dod;refseq_synonym:yhfD;uniprot:P0AG07	b3386
b3403	pck	asap:ABE-0011106;ecogene:EG10688;ncbigene:945667;ncbigi:16131280;refseq_locus_tag:b3403;refseq_name:pck;refseq_synonym:ECK3390;refseq_synonym:JW3366;refseq_synonym:pckA;uniprot:P22259	b3403
b3493	pitA	asap:ABE-0011407;ecogene:EG12230;ncbigene:948009;ncbigi:16131365;refseq_locus_tag:b3493;refseq_name:pitA;refseq_synonym:ECK3478;refseq_synonym:JW3460;refseq_synonym:pit;uniprot:P0AFJ7	b3493
b3528	dctA	asap:ABE-0011527;ecogene:EG20044;ncbigene:948039;ncbigi:16131400;refseq_locus_tag:b3528;refseq_name:dctA;refseq_synonym:ECK3513;refseq_synonym:JW3496;refseq_synonym:out;uniprot:P0A830	b3528
b3603	lldP	asap:ABE-0011777;ecogene:EG11961;ncbigene:948114;ncbigi:16131474;refseq_locus_tag:b3603;refseq_name:lldP;refseq_synonym:ECK3593;refseq_synonym:JW3578;refseq_synonym:lct;refseq_synonym:lctP;uniprot:P33231	b3603
b3612	gpmM	asap:ABE-0011818;ecogene:EG12296;ncbigene:948130;ncbigi:16131483;refseq_locus_tag:b3612;refseq_name:gpmM;refseq_synonym:ECK3602;refseq_synonym:JW3587;refseq_synonym:gpmC;refseq_synonym:gpmI;refseq_synonym:pgmI;refseq_synonym:yibO;uniprot:P37689	b3612
b3731	atpC	asap:ABE-0012206;ecogene:EG10100;ncbigene:948245;ncbigi:16131599;refseq_locus_tag:b3731;refseq_name:atpC;refseq_synonym:ECK3724;refseq_synonym:JW3709;refseq_synonym:papG;refseq_synonym:uncC;uniprot:P0A6E6	b3731
b3732	atpD	asap:ABE-0012208;ecogene:EG10101;ncbigene:948244;ncbigi:16131600;refseq_locus_tag:b3732;refseq_name:atpD;refseq_synonym:ECK3725;refseq_synonym:JW3710;refseq_synonym:papB;refseq_synonym:uncD;uniprot:P0ABB4	b3732
b3733	atpG	asap:ABE-0012211;ecogene:EG10104;ncbigene:948243;ncbigi:16131601;refseq_locus_tag:b3733;refseq_name:atpG;refseq_synonym:ECK3726;refseq_synonym:JW3711;refseq_synonym:papC;refseq_synonym:uncG;uniprot:P0ABA6	b3733
b3734	atpA	asap:ABE-0012213;ecogene:EG10098;ncbigene:948242;ncbigi:16131602;refseq_locus_tag:b3734;refseq_name:atpA;refseq_synonym:ECK3727;refseq_synonym:JW3712;refseq_synonym:papA;refseq_synonym:uncA;uniprot:P0ABB0	b3734
